16,0,0,3.0853e-05,0.000117898
32,0,0,0.000252298,0.000342876
64,0,0,0.001708042,0.001859817
128,0,0,0.013899932,0.014225962
256,0,0,0.083569612,0.084561184
512,0,0,0.424429799,0.428001693
1024,0,0,3.117728991,3.127564922
2048,0,0,24.81846457,24.86542186
4096,0,0,201.697024259,201.799370864
16,4,0,0.000157193,0.00020105
32,4,0,0.000358443,0.000472675
64,4,0,0.001203763,0.001274798
128,4,0,0.007100724,0.007461327
256,4,0,0.044584703,0.045078539
512,4,0,0.195533737,0.198529506
1024,4,0,1.372819152,1.379168825
2048,4,0,10.941802505,10.967166645
4096,4,0,91.446441886,91.545746366
16,8,0,0.000184795,0.000225945
32,8,0,0.000307787,0.000352436
64,8,0,0.000547135,0.000614258
128,8,0,0.002268765,0.002418181
256,8,0,0.013063764,0.013565341
512,8,0,0.0961258,0.097849115
1024,8,0,0.753763479,0.760744136
2048,8,0,6.005833811,6.031254082
4096,8,0,49.642321726,49.741407705
16,12,0,0.000270703,0.000311773
32,12,0,0.000434515,0.000492043
64,12,0,0.000664277,0.000731034
128,12,0,0.00197573,0.002122244
256,12,0,0.009873041,0.010349319
512,12,0,0.069845879,0.071722825
1024,12,0,0.542883607,0.549802809
2048,12,0,4.29101409,4.316082262
4096,12,0,34.642816142,34.742096556
16,16,0,0.000359553,0.00040028
32,16,0,0.000468885,0.000514606
64,16,0,0.00071949,0.000793247
128,16,0,0.001760885,0.001905941
256,16,0,0.009544977,0.010026272
512,16,0,0.05790281,0.059747942
1024,16,0,0.421076806,0.42805678
2048,16,0,3.392346072,3.41763593
4096,16,0,27.026766888,27.125823585
16,0,1,1.2691e-05,5.0943e-05
32,0,1,0.000106304,0.000148711
64,0,1,0.000803886,0.000871122
128,0,1,0.006367021,0.006524192
256,0,1,0.049132112,0.049627415
512,0,1,0.390651411,0.392573182
1024,0,1,3.118984761,3.129650968
2048,0,1,24.7817669,24.807123483
4096,0,1,201.729100472,201.831451383
16,4,1,0.0001569,0.00020611
32,4,1,0.000380475,0.000486628
64,4,1,0.001141453,0.001209812
128,4,1,0.006649434,0.006986295
256,4,1,0.042408324,0.042910198
512,4,1,0.191335777,0.194191235
1024,4,1,1.374098792,1.380736832
2048,4,1,10.948477399,10.974123322
4096,4,1,88.404678844,88.504078347
16,8,1,0.000226512,0.000267373
32,8,1,0.000272417,0.000317931
64,8,1,0.001354752,0.001421439
128,8,1,0.002761239,0.002916546
256,8,1,0.017420098,0.017897601
512,8,1,0.101509572,0.103381697
1024,8,1,0.754684052,0.760976525
2048,8,1,6.005430515,6.030481895
4096,8,1,48.462355284,48.561333603
16,12,1,0.000290523,0.000331531
32,12,1,0.000400387,0.000445715
64,12,1,0.000723602,0.000791157
128,12,1,0.002445627,0.002592832
256,12,1,0.009876826,0.010341886
512,12,1,0.069920183,0.071767894
1024,12,1,0.542677276,0.549345104
2048,12,1,4.333109049,4.357964886
4096,12,1,34.665500643,34.765183189
16,16,1,0.000344644,0.000386358
32,16,1,0.000471537,0.000517053
64,16,1,0.000779503,0.000849665
128,16,1,0.002486364,0.002627014
256,16,1,0.013184548,0.013802152
512,16,1,0.074313146,0.076240294
1024,16,1,0.43204584,0.438842594
2048,16,1,3.371771244,3.398550657
4096,16,1,27.032272665,27.131080611
16,0,2,1.2696e-05,5.1959e-05
32,0,2,0.000111255,0.000153662
64,0,2,0.000876668,0.000940127
128,0,2,0.006296105,0.006443242
256,0,2,0.049268047,0.049723568
512,0,2,0.39027488,0.392118387
1024,0,2,3.107726581,3.116064449
