2048,0,2,24.782781585,24.808079368
4096,0,2,201.689759975,201.792384311
16,4,2,0.000151244,0.000190013
32,4,2,0.000376577,0.000482281
64,4,2,0.001211105,0.001279814
128,4,2,0.006679704,0.007023266
256,4,2,0.042503571,0.042997922
512,4,2,0.19204039,0.194959108
1024,4,2,1.373134861,1.380014908
2048,4,2,11.661140671,11.686385662
4096,4,2,88.256433615,88.355690678
16,8,2,0.000218191,0.00025957
32,8,2,0.000305447,0.000349027
64,8,2,0.000591321,0.000658787
128,8,2,0.002082203,0.002228213
256,8,2,0.013213818,0.013693576
512,8,2,0.096164937,0.098032912
1024,8,2,0.75430368,0.761378806
2048,8,2,6.007795511,6.033061669
4096,8,2,49.670695313,49.770026291
16,12,2,0.000289433,0.000331882
32,12,2,0.000382262,0.000429474
64,12,2,0.000688773,0.00075546
128,12,2,0.001950197,0.002102877
256,12,2,0.00990284,0.010378795
512,12,2,0.069874997,0.071821085
1024,12,2,0.542870169,0.549483054
2048,12,2,4.293470918,4.318954286
4096,12,2,34.774061218,34.873403576
16,16,2,0.000379779,0.000424336
32,16,2,0.000709979,0.000788431
64,16,2,0.000932522,0.001006548
128,16,2,0.00219614,0.002450212
256,16,2,0.010658028,0.011157559
512,16,2,0.061652679,0.064427277
1024,16,2,0.424483491,0.434035658
2048,16,2,3.339431688,3.365201168
4096,16,2,27.221243445,27.320829221
16,0,3,2.8722e-05,0.000114337
32,0,3,0.000226216,0.000312928
64,0,3,0.001440865,0.00155165
128,0,3,0.012361271,0.012673634
256,0,3,0.071793992,0.072555367
512,0,3,0.520974896,0.524115808
1024,0,3,3.256723861,3.267801976
2048,0,3,24.947945642,24.994556967
4096,0,3,201.484090111,201.584228648
16,4,3,0.000133658,0.000174961
32,4,3,0.00029888,0.000387768
64,4,3,0.001037955,0.001105233
128,4,3,0.006103184,0.006389417
256,4,3,0.038901695,0.039389865
512,4,3,0.228907088,0.231530156
1024,4,3,1.463075209,1.470245009
2048,4,3,10.960221918,10.985529631
4096,4,3,91.845393958,91.945637589
16,8,3,0.000216993,0.000257381
32,8,3,0.00032252,0.000367699
64,8,3,0.000545484,0.000612529
128,8,3,0.002189838,0.002339457
256,8,3,0.013248365,0.013725438
512,8,3,0.096102067,0.097964857
1024,8,3,0.754589337,0.761500126
2048,8,3,6.021312982,6.046387116
4096,8,3,51.002241137,51.101863503
16,12,3,0.000287342,0.000327695
32,12,3,0.000372376,0.000417422
64,12,3,0.000664601,0.000731002
128,12,3,0.001856123,0.002004581
256,12,3,0.010454885,0.010933895
512,12,3,0.075181894,0.077116944
1024,12,3,0.54482288,0.551909213
2048,12,3,4.297338612,4.322444296
4096,12,3,34.713600971,34.813583949
16,16,3,0.000414869,0.000455169
32,16,3,0.000471509,0.00051685
64,16,3,0.000727627,0.000794876
128,16,3,0.001868341,0.002055314
256,16,3,0.010937623,0.011425486
512,16,3,0.063905698,0.065792072
1024,16,3,0.42939213,0.436613389
2048,16,3,3.338539899,3.363880604
4096,16,3,27.1285342,27.227769675
16,0,4,1.268e-05,5.0827e-05
32,0,4,0.000106196,0.000148059
64,0,4,0.000964602,0.001032172
128,0,4,0.006326654,0.006475568
256,0,4,0.049307844,0.049821843
512,0,4,0.390281878,0.392147942
1024,0,4,3.107617282,3.114472332
2048,0,4,24.810408657,24.835976041
4096,0,4,201.907330747,202.007929691
16,4,4,0.000519808,0.000560091
32,4,4,0.000357738,0.000459888
64,4,4,0.001151996,0.001222543
128,4,4,0.006646228,0.006953486
256,4,4,0.042456493,0.042959132
512,4,4,0.231107183,0.233920379
1024,4,4,1.460183169,1.466696409
2048,4,4,10.972098727,10.997374915
4096,4,4,88.508356293,88.608541113
16,8,4,0.000216202,0.000257089
32,8,4,0.000295623,0.000343687
64,8,4,0.000609109,0.000700722
128,8,4,0.002539806,0.00269114
256,8,4,0.016085594,0.016743278
512,8,4,0.097518433,0.099457509
1024,8,4,0.754430356,0.761365422
2048,8,4,6.010981348,6.035856753
4096,8,4,48.522550659,48.622324024
16,12,4,0.000280264,0.000320378
32,12,4,0.000392147,0.000435835
64,12,4,0.000741882,0.000810873
128,12,4,0.001954043,0.002094953
256,12,4,0.011253931,0.011732108
512,12,4,0.075397446,0.07732904
1024,12,4,0.559830322,0.566781422
2048,12,4,4.297448227,4.322546465
4096,12,4,34.858779931,34.959409828
16,16,4,0.000344626,0.000384662
32,16,4,0.000957721,0.001002689
64,16,4,0.000726747,0.000799807
128,16,4,0.001798806,0.001959974
256,16,4,0.008551058,0.009021874
512,16,4,0.058140552,0.060049046
1024,16,4,0.442526108,0.449180225
2048,16,4,3.339948845,3.365260701
4096,16,4,27.068476278,27.168105405
16,0,5,1.2715e-05,5.038e-05
32,0,5,0.00010629,0.000153697
64,0,5,0.000805235,0.000866244
128,0,5,0.006380156,0.006534069
256,0,5,0.04934754,0.04981146
512,0,5,0.390454082,0.392299752
1024,0,5,3.108055242,3.114947249
2048,0,5,24.792556003,24.817772173
4096,0,5,201.69162337,201.791304286
16,4,5,0.000228908,0.000266916
32,4,5,0.000352786,0.0004562
64,4,5,0.001082237,0.001150168
128,4,5,0.00682065,0.007161756
256,4,5,0.04251147,0.043010403
512,4,5,0.231133107,0.234054946
1024,4,5,1.469960396,1.477024205
2048,4,5,10.958125277,10.983654134
4096,4,5,93.156765559,93.257924276
16,8,5,0.000247893,0.000287782
32,8,5,0.000297659,0.000343072
64,8,5,0.000539828,0.00060641
128,8,5,0.002172441,0.002328888
256,8,5,0.013320107,0.013796959
512,8,5,0.096209763,0.098142409
1024,8,5,0.7540918,0.760879817
2048,8,5,6.186831745,6.212133804
4096,8,5,49.341906235,49.442087541
16,12,5,0.000286241,0.000330274
32,12,5,0.000394766,0.000440049
64,12,5,0.000723648,0.00079365
128,12,5,0.001898937,0.00204573
256,12,5,0.009830936,0.010310491
512,12,5,0.069840523,0.071711651
1024,12,5,0.544391199,0.551367754
2048,12,5,4.422401068,4.447699027
4096,12,5,35.334095798,35.434280317
16,16,5,0.000343441,0.000386131
32,16,5,0.000470051,0.000514887
64,16,5,0.000725298,0.000815839
128,16,5,0.002173727,0.002375315
256,16,5,0.011468262,0.011934168
512,16,5,0.066846238,0.069269192
1024,16,5,0.447783455,0.454996359
2048,16,5,3.44008,3.465976335
4096,16,5,27.013059259,27.115375505
16,0,6,1.2706e-05,5.2588e-05
32,0,6,0.000106378,0.000148661
64,0,6,0.000803236,0.000863354
128,0,6,0.006300897,0.006447187
256,0,6,0.049260061,0.049767904
512,0,6,0.390452919,0.392326174
1024,0,6,3.107642715,3.114532306
2048,0,6,24.868081164,24.901779465
4096,0,6,201.743330858,201.842798056
16,4,6,0.000136876,0.000177775
32,4,6,0.000342632,0.000461549
64,4,6,0.001053943,0.001120965
128,4,6,0.006717925,0.007058475
256,4,6,0.042235139,0.042711301
512,4,6,0.229844257,0.232680533
1024,4,6,1.455465757,1.462006337
2048,4,6,10.956507223,10.983084782
4096,4,6,88.778965052,88.879326576
16,8,6,0.000218063,0.000258591
32,8,6,0.000279624,0.000323075
64,8,6,0.00061397,0.000682833
128,8,6,0.002294554,0.002450991
256,8,6,0.015270929,0.015740235
512,8,6,0.113364315,0.115231258
1024,8,6,0.763788512,0.770744963
2048,8,6,6.013725608,6.039141494
4096,8,6,48.539800053,48.639664762
16,12,6,0.000285014,0.000324905
32,12,6,0.000416123,0.000457513
64,12,6,0.000696376,0.000762053
128,12,6,0.00182071,0.001972722
256,12,6,0.00985809,0.010326418
512,12,6,0.06984654,0.071787517
1024,12,6,0.54346646,0.550315543
2048,12,6,4.303386888,4.329034007
4096,12,6,34.733076193,34.83176137
16,16,6,0.000378835,0.000421721
32,16,6,0.001188131,0.00123304
64,16,6,0.00069529,0.000762643
128,16,6,0.001787472,0.001935533
256,16,6,0.008324736,0.008798005
512,16,6,0.055189635,0.057132481
1024,16,6,0.420936264,0.427575434
2048,16,6,3.342668168,3.367563363
4096,16,6,27.022212212,27.121876066
16,0,7,1.2694e-05,4.9559e-05
32,0,7,0.000106411,0.000149059
64,0,7,0.000808721,0.000875865
128,0,7,0.006300403,0.006450075
256,0,7,0.049232812,0.049703123
512,0,7,0.390376731,0.392245261
1024,0,7,3.107896488,3.114686878
2048,0,7,24.786020435,24.811182826
4096,0,7,201.054210698,201.19947477
16,4,7,0.00018166,0.00027153
32,4,7,0.000364888,0.000410376
64,4,7,0.001226699,0.00137827
128,4,7,0.007038799,0.007192379
256,4,7,0.044598825,0.045616293
512,4,7,0.233023086,0.234941559
1024,4,7,1.461129819,1.469401069
2048,4,7,12.077433945,12.102900586
4096,4,7,88.684569832,88.783102425
16,8,7,0.000220269,0.000270977
32,8,7,0.000317819,0.000362037
64,8,7,0.000574824,0.000640973
128,8,7,0.002197735,0.002336751
256,8,7,0.013149167,0.01361999
512,8,7,0.096739158,0.098624048
1024,8,7,0.754162432,0.761367297
2048,8,7,6.010492735,6.035746541
4096,8,7,48.638343845,48.738388678
16,12,7,0.000281581,0.000321467
32,12,7,0.00036759,0.000411036
64,12,7,0.000733321,0.000802121
128,12,7,0.001865173,0.002022587
256,12,7,0.010589599,0.011051057
512,12,7,0.076787934,0.078687259
1024,12,7,0.546299815,0.553122627
2048,12,7,4.295511501,4.321197639
4096,12,7,35.216181432,35.316053053
16,16,7,0.000359483,0.000399839
32,16,7,0.000462673,0.000508122
64,16,7,0.000702963,0.000774322
128,16,7,0.001755506,0.001899924
256,16,7,0.009081178,0.009554106
512,16,7,0.058991186,0.060786221
1024,16,7,0.434919038,0.441903876
2048,16,7,3.339499493,3.364806878
4096,16,7,26.963152524,27.062778423
